"","address","lat","lon","id","name","rating","types","type"
"62","Teodora Toeplitza 2, 01-560 Warszawa, Poland",52.2688041,20.9847987,"475453eb63c24af0bd50960a38939655a8fbf974","APTEKA Cuantum",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"63","Postępu 7, Nowa Wola, Poland",52.0821983,20.9672089,"097f5ca70c8ee9e3461ad476337c7b205027e200","Paticarius Sp. z o.o. Apteka",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"64","Warszawska 286, 05-092 Łomianki, Poland",52.3436579,20.8791168,"85bb8e72cb198f5dffbcef7bf896f3f85f1a62df","Apteka Akores",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"65","Wilcza 31, Warszawa, Poland",52.2247149,21.0157858,"e4ed67951d2a898edb73a7027e0cc21d12c6f515","Apteka",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"66","Złota 6, Warszawa, Poland",52.2331173,21.0116101,"b8853a8b95321c4dff37bd3f4d77244c7eec4dc8","Apteka Dyżurna",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"67","00-110 Warsaw, Poland",52.230499,21.010577,"68bd9a6cdaeabc1480fd59437b2f602c297d0ccc","Apteka 24h Naturalis",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"68","Generała Kazimierza Sosnkowskiego 11, 02-495 Warszawa, Poland",52.1899752,20.8884892,"adb17d404ed49b64b6220aa9cab2ad050f69e45b","Apteka, Mgr Farm. Katarzyna Kwintal",4.1,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"69","Geodetów 23, 05-509 Józefosław, Poland",52.0934699,21.0377518,"ae4254eba9188bf86169fa7311bbcafb48d433ae","Apteka Cosmedica",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"70","Bełdan 2, 02-001 Warszawa, Poland",52.1716863,21.0107741,"0e89c3597cffdb734d450681d89498456b0263fe","Służewiecka sp.j. Apteka",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"71","Aspekt 79, Warszawa, Poland",52.2781915,20.9302545,"b56e752c2c0b0a049754c65494ceb97630ca14ab","Apteka od Serca. Leki, receptura, kosmetyki",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"72","Jana Matejki 9, 05-400 Otwock, Poland",52.0979741,21.2653819,"41f19a6b658917bccba3be211bcc2258958c7e3e","Apteka CEFARM",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"73","Widok 19, Warszawa, Poland",52.230787,21.013354,"e9673e3f2ac834a2af9335e725edab67e67e3ae6","Apteka Cefarm-Warszawa S.A.",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"74","Warszawska 200/94, 05-520 Bielawa, Poland",52.107944,21.1141874,"2e4f3c4aae7010bb26c4ca35b0222fab36e3b40c","APTEKA DR ZDROWIE",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"75","Sikorskiego 7, 05-410 Józefów, Poland",52.152145,21.221709,"aa14a88f0254d5e4e6b1476ec853c479ddf82f24","Apteka mgr Magdalena Pruszkowska",4.3,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"76","Górczewska 97, Warszawa, Poland",52.2389051,20.9437985,"da428f223fffa4aed93cb43f50044111f4df2ced","DOZ Apteka Dbam o Zdrowie",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"77","aleja Wilanowska 363, Warszawa, Poland",52.1792642,21.0125676,"0a7db3d766b5b78cc13edf673bece19917273043","Apteka Namex",4.1,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"78","aleja Wojska Polskiego 50A, 05-804 Pruszków, Poland",52.155332,20.794835,"f1b0f39f3e44f8e28ea4f46bda89fe90ec1e7553","Apteka Zachodnia",NA,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"79","Mokotowska 12, 00-640 Warszawa, Poland",52.22009,21.018103,"39057a8ea0ecd682a33db70810128bc8e5c6d9d9","Apteka Przy Placu Zbawiciela mgr farm. Joanna Nałęcz-Mroczkowska",4.1,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
"80","Światowida 47, 03-144 Warszawa, Poland",52.3185673,20.9515217,"121de7de5df6d094bbcddb96d1471e643e5097e8","Apteka Całodobowa 24H",4.5,"{pharmacy: 1, health: 1, store: 1, point_of_interest: 1, establishment: 1}","apteka"
